0	0.25	0.19	0	0	0	0	1	0.005	5	0.5	10	100000	0.01
1	0.26	0.19	0	0	0	0	1	0.005	5	0.5	10	100000	0.01
2	0.27	0.19	0	0	0	0	1	0.005	5	0.5	10	100000	0.01
3	0.28	0.19	0	0	0	0	1	0.005	5	0.5	10	100000	0.01
4	0.29	0.19	0	0	0	0	1	0.005	5	0.5	10	100000	0.01
5	0.3	0.19	0	0	0	0	1	0.005	5	0.5	10	100000	0.01
6	0.31	0.19	0	0	0	0	1	0.005	5	0.5	10	100000	0.01
7	0.32	0.19	0	0	0	0	1	0.005	5	0.5	10	100000	0.01
8	0.33	0.19	0	0	0	0	1	0.005	5	0.5	10	100000	0.01
9	0.34	0.19	0	0	0	0	1	0.005	5	0.5	10	100000	0.01
10	0.35	0.19	0	0	0	0	1	0.005	5	0.5	10	100000	0.01
11	0.36	0.19	0	0	0	0	1	0.005	5	0.5	10	100000	0.01
12	0.37	0.19	0	0	0	0	1	0.005	5	0.5	10	100000	0.01
13	0.38	0.19	0	0	0	0	1	0.005	5	0.5	10	100000	0.01
14	0.39	0.19	0	0	0	0	1	0.005	5	0.5	10	100000	0.01
15	0.4	0.19	0	0	0	0	1	0.005	5	0.5	10	100000	0.01
16	0.41	0.19	0	0	0	0	1	0.005	5	0.5	10	100000	0.01
17	0.42	0.19	0	0	0	0	1	0.005	5	0.5	10	100000	0.01
18	0.43	0.19	0	0	0	0	1	0.005	5	0.5	10	100000	0.01
19	0.44	0.19	0	0	0	0	1	0.005	5	0.5	10	100000	0.01
20	0.45	0.19	0	0	0	0	1	0.005	5	0.5	10	100000	0.01
21	0.46	0.19	0	0	0	0	1	0.005	5	0.5	10	100000	0.01
22	0.47	0.19	0	0	0	0	1	0.005	5	0.5	10	100000	0.01
23	0.48	0.19	0	0	0	0	1	0.005	5	0.5	10	100000	0.01
24	0.49	0.19	0	0	0	0	1	0.005	5	0.5	10	100000	0.01
25	0.5	0.19	0	0	0	0	1	0.005	5	0.5	10	100000	0.01
26	0.51	0.19	0	0	0	0	1	0.005	5	0.5	10	100000	0.01
27	0.52	0.19	0	0	0	0	1	0.005	5	0.5	10	100000	0.01
28	0.53	0.19	0	0	0	0	1	0.005	5	0.5	10	100000	0.01
29	0.54	0.19	0	0	0	0	1	0.005	5	0.5	10	100000	0.01
30	0.55	0.19	0	0	0	0	1	0.005	5	0.5	10	100000	0.01
31	0.56	0.19	0	0	0	0	1	0.005	5	0.5	10	100000	0.01
32	0.57	0.19	0	0	0	0	1	0.005	5	0.5	10	100000	0.01
33	0.58	0.19	0	0	0	0	1	0.005	5	0.5	10	100000	0.01
34	0.59	0.19	0	0	0	0	1	0.005	5	0.5	10	100000	0.01
35	0.6	0.19	0	0	0	0	1	0.005	5	0.5	10	100000	0.01
36	0.61	0.19	0	0	0	0	1	0.005	5	0.5	10	100000	0.01
37	0.62	0.19	0	0	0	0	1	0.005	5	0.5	10	100000	0.01
38	0.63	0.19	0	0	0	0	1	0.005	5	0.5	10	100000	0.01
39	0.64	0.19	0	0	0	0	1	0.005	5	0.5	10	100000	0.01
40	0.65	0.19	0	0	0	0	1	0.005	5	0.5	10	100000	0.01
41	0.66	0.19	0	0	0	0	1	0.005	5	0.5	10	100000	0.01
42	0.67	0.19	0	0	0	0	1	0.005	5	0.5	10	100000	0.01
43	0.68	0.19	0	0	0	0	1	0.005	5	0.5	10	100000	0.01
44	0.69	0.19	0	0	0	0	1	0.005	5	0.5	10	100000	0.01
45	0.7	0.19	0	0	0	0	1	0.005	5	0.5	10	100000	0.01
46	0.71	0.19	0	0	0	0	1	0.005	5	0.5	10	100000	0.01
47	0.72	0.19	0	0	0	0	1	0.005	5	0.5	10	100000	0.01
48	0.73	0.19	0	0	0	0	1	0.005	5	0.5	10	100000	0.01
49	0.74	0.19	0	0	0	0	1	0.005	5	0.5	10	100000	0.01
50	0.75	0.19	0	0	0	0	1	0.005	5	0.5	10	100000	0.01
51	0.76	0.19	0	0	0	0	1	0.005	5	0.5	10	100000	0.01
52	0.77	0.19	0	0	0	0	1	0.005	5	0.5	10	100000	0.01
53	0.78	0.19	0	0	0	0	1	0.005	5	0.5	10	100000	0.01
54	0.79	0.19	0	0	0	0	1	0.005	5	0.5	10	100000	0.01
55	0.8	0.19	0	0	0	0	1	0.005	5	0.5	10	100000	0.01
56	0.81	0.19	0	0	0	0	1	0.005	5	0.5	10	100000	0.01
57	0.82	0.19	0	0	0	0	1	0.005	5	0.5	10	100000	0.01
58	0.83	0.19	0	0	0	0	1	0.005	5	0.5	10	100000	0.01
59	0.84	0.19	0	0	0	0	1	0.005	5	0.5	10	100000	0.01
60	0.85	0.19	0	0	0	0	1	0.005	5	0.5	10	100000	0.01
61	0.86	0.19	0	0	0	0	1	0.005	5	0.5	10	100000	0.01
62	0.87	0.19	0	0	0	0	1	0.005	5	0.5	10	100000	0.01
63	0.88	0.19	0	0	0	0	1	0.005	5	0.5	10	100000	0.01
64	0.89	0.19	0	0	0	0	1	0.005	5	0.5	10	100000	0.01
65	0.9	0.19	0	0	0	0	1	0.005	5	0.5	10	100000	0.01
66	0.91	0.19	0	0	0	0	1	0.005	5	0.5	10	100000	0.01
67	0.92	0.19	0	0	0	0	1	0.005	5	0.5	10	100000	0.01
68	0.93	0.19	0	0	0	0	1	0.005	5	0.5	10	100000	0.01
69	0.94	0.19	0	0	0	0	1	0.005	5	0.5	10	100000	0.01
70	0.95	0.19	0	0	0	0	1	0.005	5	0.5	10	100000	0.01
71	0.96	0.19	0	0	0	0	1	0.005	5	0.5	10	100000	0.01
72	0.97	0.19	0	0	0	0	1	0.005	5	0.5	10	100000	0.01
73	0.98	0.19	0	0	0	0	1	0.005	5	0.5	10	100000	0.01
74	0.99	0.19	0	0	0	0	1	0.005	5	0.5	10	100000	0.01
75	1	0.19	0	0	0	0	1	0.005	5	0.5	10	100000	0.01
76	1.01	0.19	0	0	0	0	1	0.005	5	0.5	10	100000	0.01
77	1.02	0.19	0	0	0	0	1	0.005	5	0.5	10	100000	0.01
78	1.03	0.19	0	0	0	0	1	0.005	5	0.5	10	100000	0.01
79	1.04	0.19	0	0	0	0	1	0.005	5	0.5	10	100000	0.01
80	1.05	0.19	0	0	0	0	1	0.005	5	0.5	10	100000	0.01
81	1.06	0.19	0	0	0	0	1	0.005	5	0.5	10	100000	0.01
82	1.07	0.19	0	0	0	0	1	0.005	5	0.5	10	100000	0.01
83	1.08	0.19	0	0	0	0	1	0.005	5	0.5	10	100000	0.01
84	1.09	0.19	0	0	0	0	1	0.005	5	0.5	10	100000	0.01
85	1.1	0.19	0	0	0	0	1	0.005	5	0.5	10	100000	0.01
86	1.11	0.19	0	0	0	0	1	0.005	5	0.5	10	100000	0.01
87	1.12	0.19	0	0	0	0	1	0.005	5	0.5	10	100000	0.01
88	1.13	0.19	0	0	0	0	1	0.005	5	0.5	10	100000	0.01
89	1.14	0.19	0	0	0	0	1	0.005	5	0.5	10	100000	0.01
90	1.15	0.19	0	0	0	0	1	0.005	5	0.5	10	100000	0.01
