91	1.16	0.19	0	0	0	0	1	0.005	5	0.5	10	100000	0.01
92	1.17	0.19	0	0	0	0	1	0.005	5	0.5	10	100000	0.01
93	1.18	0.19	0	0	0	0	1	0.005	5	0.5	10	100000	0.01
94	1.19	0.19	0	0	0	0	1	0.005	5	0.5	10	100000	0.01
95	1.2	0.19	0	0	0	0	1	0.005	5	0.5	10	100000	0.01
96	1.21	0.19	0	0	0	0	1	0.005	5	0.5	10	100000	0.01
97	1.22	0.19	0	0	0	0	1	0.005	5	0.5	10	100000	0.01
98	1.23	0.19	0	0	0	0	1	0.005	5	0.5	10	100000	0.01
99	1.24	0.19	0	0	0	0	1	0.005	5	0.5	10	100000	0.01
100	0.25	0.19	0	0	0	0	1	0.005	5	0.5	10	100000	0.01
101	1.25	0.19	0	0	0	0	1	0.005	5	0.5	10	100000	0.01
102	0.25	0.2	0	0	0	0	1	0.005	5	0.5	10	100000	0.01
103	1.25	0.2	0	0	0	0	1	0.005	5	0.5	10	100000	0.01
104	0.25	0.21	0	0	0	0	1	0.005	5	0.5	10	100000	0.01
105	1.25	0.21	0	0	0	0	1	0.005	5	0.5	10	100000	0.01
106	0.25	0.22	0	0	0	0	1	0.005	5	0.5	10	100000	0.01
107	1.25	0.22	0	0	0	0	1	0.005	5	0.5	10	100000	0.01
108	0.25	0.23	0	0	0	0	1	0.005	5	0.5	10	100000	0.01
109	1.25	0.23	0	0	0	0	1	0.005	5	0.5	10	100000	0.01
110	0.25	0.24	0	0	0	0	1	0.005	5	0.5	10	100000	0.01
111	1.25	0.24	0	0	0	0	1	0.005	5	0.5	10	100000	0.01
112	0.25	0.25	0	0	0	0	1	0.005	5	0.5	10	100000	0.01
113	1.25	0.25	0	0	0	0	1	0.005	5	0.5	10	100000	0.01
114	0.25	0.26	0	0	0	0	1	0.005	5	0.5	10	100000	0.01
115	1.25	0.26	0	0	0	0	1	0.005	5	0.5	10	100000	0.01
116	0.25	0.27	0	0	0	0	1	0.005	5	0.5	10	100000	0.01
117	1.25	0.27	0	0	0	0	1	0.005	5	0.5	10	100000	0.01
118	0.25	0.28	0	0	0	0	1	0.005	5	0.5	10	100000	0.01
119	1.25	0.28	0	0	0	0	1	0.005	5	0.5	10	100000	0.01
120	0.25	0.29	0	0	0	0	1	0.005	5	0.5	10	100000	0.01
121	1.25	0.29	0	0	0	0	1	0.005	5	0.5	10	100000	0.01
122	0.25	0.3	0	0	0	0	1	0.005	5	0.5	10	100000	0.01
123	1.25	0.3	0	0	0	0	1	0.005	5	0.5	10	100000	0.01
124	0.25	0.31	0	0	0	0	1	0.005	5	0.5	10	100000	0.01
125	1.25	0.31	0	0	0	0	1	0.005	5	0.5	10	100000	0.01
126	0.25	0.32	0	0	0	0	1	0.005	5	0.5	10	100000	0.01
127	1.25	0.32	0	0	0	0	1	0.005	5	0.5	10	100000	0.01
128	0.25	0.33	0	0	0	0	1	0.005	5	0.5	10	100000	0.01
129	1.25	0.33	0	0	0	0	1	0.005	5	0.5	10	100000	0.01
130	0.25	0.34	0	0	0	0	1	0.005	5	0.5	10	100000	0.01
131	1.25	0.34	0	0	0	0	1	0.005	5	0.5	10	100000	0.01
132	0.25	0.35	0	0	0	0	1	0.005	5	0.5	10	100000	0.01
133	1.25	0.35	0	0	0	0	1	0.005	5	0.5	10	100000	0.01
134	0.25	0.36	0	0	0	0	1	0.005	5	0.5	10	100000	0.01
135	1.25	0.36	0	0	0	0	1	0.005	5	0.5	10	100000	0.01
136	0.25	0.37	0	0	0	0	1	0.005	5	0.5	10	100000	0.01
137	1.25	0.37	0	0	0	0	1	0.005	5	0.5	10	100000	0.01
138	0.25	0.38	0	0	0	0	1	0.005	5	0.5	10	100000	0.01
139	1.25	0.38	0	0	0	0	1	0.005	5	0.5	10	100000	0.01
140	0.25	0.39	0	0	0	0	1	0.005	5	0.5	10	100000	0.01
141	1.25	0.39	0	0	0	0	1	0.005	5	0.5	10	100000	0.01
142	0.25	0.4	0	0	0	0	1	0.005	5	0.5	10	100000	0.01
143	1.25	0.4	0	0	0	0	1	0.005	5	0.5	10	100000	0.01
144	0.25	0.41	0	0	0	0	1	0.005	5	0.5	10	100000	0.01
145	1.25	0.41	0	0	0	0	1	0.005	5	0.5	10	100000	0.01
146	0.25	0.42	0	0	0	0	1	0.005	5	0.5	10	100000	0.01
147	1.25	0.42	0	0	0	0	1	0.005	5	0.5	10	100000	0.01
148	0.25	0.43	0	0	0	0	1	0.005	5	0.5	10	100000	0.01
149	1.25	0.43	0	0	0	0	1	0.005	5	0.5	10	100000	0.01
150	0.25	0.44	0	0	0	0	1	0.005	5	0.5	10	100000	0.01
151	1.25	0.44	0	0	0	0	1	0.005	5	0.5	10	100000	0.01
152	0.25	0.45	0	0	0	0	1	0.005	5	0.5	10	100000	0.01
153	1.25	0.45	0	0	0	0	1	0.005	5	0.5	10	100000	0.01
154	0.25	0.46	0	0	0	0	1	0.005	5	0.5	10	100000	0.01
155	1.25	0.46	0	0	0	0	1	0.005	5	0.5	10	100000	0.01
156	0.25	0.47	0	0	0	0	1	0.005	5	0.5	10	100000	0.01
157	1.25	0.47	0	0	0	0	1	0.005	5	0.5	10	100000	0.01
158	0.25	0.48	0	0	0	0	1	0.005	5	0.5	10	100000	0.01
159	1.25	0.48	0	0	0	0	1	0.005	5	0.5	10	100000	0.01
160	0.25	0.49	0	0	0	0	1	0.005	5	0.5	10	100000	0.01
161	1.25	0.49	0	0	0	0	1	0.005	5	0.5	10	100000	0.01
162	0.25	0.5	0	0	0	0	1	0.005	5	0.5	10	100000	0.01
163	1.25
